@relation tweets-sentimientos-consistentes-español
@attribute 'tweetid' numeric
@attribute 'user' string
@attribute 'content' string
@attribute 'date' date
@attribute 'lang' { 'es', 'unknown'}
@attribute 'value' { 'O', 'E', 'P', 'n+', 'p+', 'N'}
@attribute 'type' { 'AGREEMENT', 'DISAGREEMENT'}
@data
178051391544246272,'JuanraLucas','“@LucaCulinquieta: Boris Vian convertía la luz en perlas de color. Gabilondo @EDCHrne convierte las palabras en perlas de sonido','2012-03-09T10:35:34',es,'p+','AGREEMENT'
178054642087899137,'pedroj_ramirez','Dicen que les "faltamos al respeto" ¿Qué os parece? Los abertzales contra EL MUNDO  vÃ­a @elmundo_orbyt http://t.co/KSd0AwHf','2012-03-09T10:48:29',es,'N','AGREEMENT'
178057260000485377,'Carlos_Latre','Q fuerte,q fuerte,q fuerte... http://t.co/CyTIhgdT','2012-03-09T10:58:54',es,'O','AGREEMENT'
178059517144211456,'mariviromero','Francia confía en España, que está haciendo «un gran trabajo» http://t.co/vfLxBPCH','2012-03-09T11:07:51',es,'p+','AGREEMENT'
178067689070272513,'alfonsomerlos','Hacia las 13.30 estaré en la mesa política d @mrtfernandez @mananascuatro con @Federicoquevedo @APapell y @elisabeni','2012-03-09T11:40:20',es,'O','AGREEMENT'
178075154637795328,'pedroj_ramirez','Ya está convocada la huelga general para el 29 tal y como os adelanté ayer. ¿Os parece justificada?','2012-03-09T12:09:59',es,'E','AGREEMENT'
178077275353399296,'GFVara','La Junta saca dinero de los institutos para pagar la enseñanza concertada. hoy.es http://t.co/6ltrFTUH vía @hoyextremadura','2012-03-09T12:18:25',es,'N','AGREEMENT'
178091340679225344,'Crisgallar','El Supremo revisará en vista pública el 28 de marzo la condena a #Otegi y a otros 4 integrantes de #Bateragune http://t.co/FEqcnba6','2012-03-09T13:14:19',es,'N','AGREEMENT'
178093317966401536,'DiegoMazon78','#29noalahuelgageneral','2012-03-09T13:22:10',es,'O','AGREEMENT'
178095101690646528,'javierarenas_pp','Pido #votaPP para un proyecto moderado que cree en la libertad. Ofrezco el aval de la creación de 5M de empleos en España y 1M en #Andalucía','2012-03-09T13:29:15',es,'p+','AGREEMENT'
178096748135333888,'Albert_Rivera','RT @jordiGlez: Coca-Cola y Pepsi cambian la receta para evitar una etiqueta de cáncer http://t.co/LMYUwry3 vía @elmundosalud','2012-03-09T13:35:48',es,'p+','AGREEMENT'
178106223445544960,'JuanMa_Moreno','Hoy hemos firmado un convenio con el Ayuntamiento y la Diputación de Granada para dar Teleasistencia a mas de 9000 mayores granadinos.','2012-03-09T14:13:27',es,'p+','AGREEMENT'
178114707180363776,'VicenteVallesTV','A las 3 en @A3noticias, el consejo de ministros aprueba la dación en pago, con condiciones. Os explicaremos cuáles son esas condiciones','2012-03-09T14:47:10',es,'p+','AGREEMENT'
178133013916418049,'FedericoQuevedo','@mgilguerrero @JoelaReina Míralos aquí, son la leche, a mi me encantan:http://t.co/DyDB7YpU','2012-03-09T15:59:54',es,'p+','AGREEMENT'
178134316667252737,'mgilguerrero','De San Sebastián tenían que ser, Fede, de San Sebastián... @FedericoQuevedo @joelareina','2012-03-09T16:05:05',es,'p+','AGREEMENT'
178136626030067713,'mgilguerrero','Of course! Hecho @FedericoQuevedo @joelareina','2012-03-09T16:14:15',es,'P','AGREEMENT'
178140650569596928,'PalomaCervilla','Ya he visto el sol del Sur','2012-03-09T16:30:15',es,'P','AGREEMENT'
178150530164592641,'PalomaCervilla','@FedericoQuevedo una faena gorda','2012-03-09T17:09:30',es,'E','AGREEMENT'
178152023223566337,'SSantiagosegura','Por aquí están preparados para la nieve... http://t.co/1s8HOna5','2012-03-09T17:15:27',es,'P','AGREEMENT'
178159329222995970,'mariviromero','Las facturas sombra llegan también a las aulas públicas http://t.co/pSnM4vhQ','2012-03-09T17:44:28',es,'n+','AGREEMENT'
178171957206982656,'GLlamazares','Mañana volvemos a Luarca a las 19,30 en el colegio Padre Galo con Aurelio Martín.','2012-03-09T18:34:39',es,'O','AGREEMENT'
178183123253739520,'BelenHoyo','El Tribunal Supremo cita a 2 ex altos cargos de Fomento por el pago de 200.000 euros al ex ministro socialista Blanco. http://t.co/PVSK8VBv','2012-03-09T19:19:01',es,'n+','AGREEMENT'
178187843577970688,'PilarGGranja','Que es el "BarçaGate"?','2012-03-09T19:37:47',es,'O','AGREEMENT'
178188800185483264,'PilarGGranja','Ah! Gracias, el escandaloso comentario, que país! “@joseantoniodelp: @PilarGGranja la profunda garganta de Laporta http://t.co/haBaTcfd”','2012-03-09T19:41:35',es,'E','AGREEMENT'
178190973619277824,'LosadaPescador','Hoy se ha aprobado una pseudo dación en pago. ¿Guiño al 15M? Hemos hablado con familas a punto de deshaucio. @TelediarioInter 20:30','2012-03-09T19:50:13',es,'p+','AGREEMENT'
178191120218595329,'LosadaPescador','La inmersión linGúística llega también a la Justicia. Os mostramos un caso increíble. @TelediarioInter 20:30','2012-03-09T19:50:48',es,'N','AGREEMENT'
178191591100530689,'JuanraLucas','Y más: la semana según BVocal y el hallazgo de la temporada: inesperado consultorio eléctrico con Enrique  http://t.co/qbNC9FrY via @rtve','2012-03-09T19:52:40',es,'P','AGREEMENT'
178194524399616001,'mariviromero','Comenzamos ;-)) #elcambioandaluz     #malaga http://t.co/byayRbyU','2012-03-09T20:04:19',es,'p+','AGREEMENT'
178200699149103105,'manuelgomeztv','Listos para arrancar!!!! @telediariointer 20:30 con @LosadaPescador @icacabelos http://t.co/eCzEqBJW','2012-03-09T20:28:53',es,'p+','AGREEMENT'
178201391477702656,'mariviromero','. @eliasbendodo " este es el código de barras del @psoeandalucia y @psoemalaga " http://t.co/gyTG1gdp','2012-03-09T20:31:37',es,'E','AGREEMENT'
178204445358833664,'mariviromero','. @javierarenas_pp " la Consejeria de Turismo estará en #Malaga " http://t.co/lEqj5h0U','2012-03-09T20:43:45',es,'O','AGREEMENT'
178217753700859904,'mariviromero','Con mujeres de la Asoc de Nigerianos de #Malaga que han venido al mitin ;-)) http://t.co/UABrZpx8','2012-03-09T21:36:38',es,'p+','AGREEMENT'
178223435250532352,'GLlamazares','Volviendo de Cangues mareado como un pato ¡ Qué carretera !','2012-03-09T21:59:12',es,'N','AGREEMENT'
178223452665298944,'cayo_lara','Siglo XIX. El director de la Ford en España quiere menos vacaciones. Roig q trabajemos como chinos y Rosell suprimir la huelga. Vaya trío.','2012-03-09T21:59:17',es,'N','AGREEMENT'
178223746560176129,'CarmenRiolobos','Los miles #proveedores d CLM a los q los socialistas dejaron entrampados hasta l cejas podrán cobrar  gracias a @mdcospedal y @marianorajoy','2012-03-09T22:00:27',es,'p+','AGREEMENT'
178246809280454656,'MACEMUOR','Pues yo pienso trabajar el día de la huelga.Porque tengo todo el derecho. #ahílodejo #HuelgaGeneral #29MhuelgaGeneral #29M A buenas horas...','2012-03-09T23:32:05',es,'p+','AGREEMENT'
178249273203372032,'antoniosanz','Los socialistas apelan a la tradición para ganar las elecciones, lo q han convertido en tradiciónal es la cifra del 31% de paro en Andalucía','2012-03-09T23:41:53',es,'n+','AGREEMENT'
178251814125314048,'Jocoserio','Itxu Diaz,"la corrupción se desparrama por fuera del periódico". Metáfora desgarradora..','2012-03-09T23:51:58',es,'n+','AGREEMENT'
178262730288021505,'RodolfoIrago','Las declaraciones de esta señora deberían costarle la dimisión. Se quieren cargar hasta el éxito de todos en tráfico. http://t.co/DXdOwsD5','2012-03-10T00:35:21',es,'N','AGREEMENT'
178262821832900610,'FedericoQuevedo','Esto es el top ten de onda melodía de hace cincuenta años, x lo menos!!!','2012-03-10T00:35:43',es,'p+','AGREEMENT'
178271578268778497,'marianorajoy','Con @javierarenas_pp visitando las instalaciones de una planta hortofrutícola en Vélez-Málaga http://t.co/0w6Zv1tU','2012-03-10T01:10:32',es,'O','AGREEMENT'
178277566162010112,'julia_otero','Por fin he vsto La Piel que Habito. No tengo palabras.','2012-03-10T01:34:18',es,'p+','AGREEMENT'
178282436856250370,'julia_otero','He puesto 2 RT contrapuestos: nadie indiferente.','2012-03-10T01:53:39',es,'P','AGREEMENT'
178294197911171072,'MACEMUOR','El primero. @elmundoes: La juez envía a prisión al exdirector de Trabajo andaluz imputado por el caso de los ERE falsos http://t.co/OadFKKj2','2012-03-10T02:40:23',es,'n+','AGREEMENT'
178306804537761792,'paurubio','RT @alfaro864: @paurubio Que le dijo un Globo a otro Globo... I glove you :)','2012-03-10T03:30:29',es,'P','AGREEMENT'
178372372011823104,'pedroj_ramirez','Bdías. Hoy hace un año que escribí mi primer tuit. 89.998 gracias. Vuestra influencia me ha ayudado mucho a dirigir EM e impulsar Orbyt','2012-03-10T07:51:02',es,'p+','AGREEMENT'
178403170198880256,'GLlamazares','La violencia estructural sobre las mujeres es la desigualdad social y  laboral junto al  machismo ideológico, religioso y cultural.','2012-03-10T09:53:25',es,'n+','AGREEMENT'
178407310694158336,'mrtfernandez','Lanzarse a las calles con las botas de macarra... Gran sábado.','2012-03-10T10:09:52',es,'p+','AGREEMENT'
178412054510710784,'mariviromero','Los partos prematuros se han triplicado por culpa de la ansiedad y el estrés. http://t.co/LkylJNeI','2012-03-10T10:28:43',es,'n+','AGREEMENT'
178412305581748224,'sevillajordi','Acabo de recibir ejemplares d mi nuevo libro q sale en una semana. Que os guste! http://t.co/sY4YmPxs','2012-03-10T10:29:43',es,'p+','AGREEMENT'
178415458360377345,'mariviromero','Me encanta esta foto de la portada  de @diario_sur   @esperanzaona , @eliasbendodo , @javierarenas_pp y @marianorajoy http://t.co/TfDxYSP3','2012-03-10T10:42:15',es,'p+','AGREEMENT'
178416731734290433,'sevillajordi','Me dice la editorial que si. RT @rachelphaba: @sevillajordi va a salir en electrónico?','2012-03-10T10:47:18',es,'p+','AGREEMENT'
178427982375948289,'pedroj_ramirez','Qué gran coincidencia llegar a 90.000 el día que cumplo un año en Twitter. Y qué gran coincidencia que lancemos mañana una superpromoción.','2012-03-10T11:32:00',es,'p+','AGREEMENT'
178430531929780224,'cayo_lara','En Almería, acto a las 12h en la Rambla con Diego Valderas y Rosalía Martin. IU sigue generando confianza, cada día más. #25M #rebelate','2012-03-10T11:42:08',es,'p+','AGREEMENT'
178431262636257280,'mariviromero','Los jóvenes , especialmente afectados por las nulas oportunidades q le ofrece #Griñan , están deseando #elcambioandaluz http://t.co/PjcN7AVw','2012-03-10T11:45:02',es,'n+','AGREEMENT'
178431959230455810,'antoniosanz','Hola a todos, hoy en Almería con @javierarenas_pp y @marianorajoy mitin en el pabellón Rafael Florido, podéis seguirlo  http://t.co/7sKpxHOH','2012-03-10T11:47:48',es,'P','AGREEMENT'
178447033030553600,'javierarenas_pp','Convertiremos Bruselas en la novena provincia de las prioridades del #gobiernodelcambio para defender nuestra agricultura,ganadería y pesca','2012-03-10T12:47:42',es,'P','AGREEMENT'
178464922064273408,'alfonsomerlos','Rematado para @Semanaldigital "29M: ópera bufa y tragedia nacional" #29NoaLaHuelgaGeneral','2012-03-10T13:58:47',es,'n+','AGREEMENT'
178473625551249408,'sanchez_sonia','Sorpresas BOE. Si el hipotecado tiene avalista no puede acogerse a dación en pago http://t.co/dfgZGhyW / vía @elblogsalmon','2012-03-10T14:33:22',es,'N','AGREEMENT'
178474002208129024,'CarmeChaparro','Los chinos, q son capaces d copiarlo todo, ahora van a x nuestro jamón. Dicen que ni se le parece, pero lo venden ¡a 1.700 euros!','2012-03-10T14:34:52',es,'n+','AGREEMENT'
178475940911919104,'AlexdelaIglesia','Arzak... Nunca he flipado tanto como con aquella doble página. #ganasdellorar','2012-03-10T14:42:34',es,'p+','AGREEMENT'
178477310830317568,'javiersolana','Saudi a los rusos: el veto responsable de la continuación de la violencia.Rusia a Sudis.No protegemos a Assad..','2012-03-10T14:48:01',es,'E','DISAGREEMENT'
178480664721629184,'javiersolana','Annan en Siria y las matanzas continúan.','2012-03-10T15:01:21',es,'n+','AGREEMENT'
178495996576268288,'anabelenroy_tve','Ni cien días de cortesía: huelga general ya http://t.co/dSoVebC8 vía @elimparciales','2012-03-10T16:02:16',es,'n+','AGREEMENT'
178497095899152386,'LFRudi','Durante la mañana de hoy, han seguido trabajando intensamente los medios aéreos  y las unidades terrestres en la extinción del #incendio','2012-03-10T16:06:38',es,'N','AGREEMENT'
178499678390857728,'Carlos_Latre','Voy a meditar...;)','2012-03-10T16:16:54',es,'O','AGREEMENT'
178505523195428864,'mariviromero','. @Marianorajoy dice que con @JavierArenas_pp  acabará el manejo injusto del dinero en la Junta http://t.co/Pqfd4szC','2012-03-10T16:40:07',es,'p+','AGREEMENT'
178505549896368128,'AlexdelaIglesia','@SSantiagosegura qué palo, Santi.','2012-03-10T16:40:14',es,'N','AGREEMENT'
178507483625684992,'AlexdelaIglesia','@SSantiagosegura más','2012-03-10T16:47:55',es,'P','AGREEMENT'
178510338470326273,'periodistas21','Google explica su política de contenidos, pero no la insuficiente defensa de sus usuarios y la ventaja de la acusación http://t.co/QE1kxd7D','2012-03-10T16:59:15',es,'n+','AGREEMENT'
178511597625548801,'AlexdelaIglesia','“@FotogramasVOD: Interesantísimas conclusiones extraídas de los 100 primeros días de vida de Canal+ Yomvi: http://t.co/z04S6AV1” ojo al dato','2012-03-10T17:04:16',es,'p+','AGREEMENT'
178515982535507972,'PilarGGranja','los indignados tampoco tienen recursos... “@Drudge_Report: Occupy Wall Street in NYC going broke... http://t.co/AnNaLUj9”','2012-03-10T17:21:41',es,'N','AGREEMENT'
178516634883993601,'PilarGGranja','hahahshahshshaha y si no has terminado la ESO revisa  el libro de texto antes del tuit “@CorsarioFinch: Si bebes no tuitees...”','2012-03-10T17:24:17',es,'E','AGREEMENT'
178517916461965312,'PilarGGranja','indignado?“@LdeLibertad:@isaacj Abajo vuestro maravilloso R€gimen que condena a la miseria.NO NOS VAIS A CALLAR. 11M EL PUEBLO TOMA LA CALLE','2012-03-10T17:29:22',es,'n+','AGREEMENT'
178517963111006208,'mariviromero','Por La Boca Vive el Pez by Fito & Fitipaldis, from #SoundHound http://t.co/BYjP0HqX','2012-03-10T17:29:33',es,'O','AGREEMENT'
178521559194021888,'periodistas21','Por qué el problema de España no es la deuda, pese desigualdad autonómica, sino la productividad y economía +dinámica http://t.co/09RM886o','2012-03-10T17:43:51',es,'N','AGREEMENT'
178522004306132992,'anabelenroy_tve','De triunfar huelga 29M costaría 7.688millones €. 0,7 PIB.Con este dinero se reduciría casi 1pto.déficit y se pagaría 1año a parados(LaRazón)','2012-03-10T17:45:37',es,'n+','DISAGREEMENT'
178535234369880065,'AlejandroSanz','Ay hija. Todo. RT @EsterCarLp: @AlejandroSanz pacuando concierto en Algeciras? recuerdas la playa del Rinconcillo?Que añoras de aquí?','2012-03-10T18:38:11',es,'P','AGREEMENT'
178539295546687489,'PepeGrinan','En Vélez Málaga, en diálogo con asociaciones culturales, asistenciales, agrarias, de vecinos... Una campaña de participación social.','2012-03-10T18:54:19',es,'P','AGREEMENT'
178539363959980033,'Carlos_Latre','Vamos a por la primera d la tarde d #yeswespainISDIFFERENT !!!;) cogemos aire y...','2012-03-10T18:54:36',es,'p+','AGREEMENT'
178542060180213760,'David_Busta','Ya estoy en Palma!!! ','2012-03-10T19:05:18',es,'P','AGREEMENT'
178546114151186432,'David_Busta','Hasta luego! BESOS!!!','2012-03-10T19:21:25',es,'p+','AGREEMENT'
178550677847552000,'mariviromero','Tras la intervención de @Luis_Verde , hoy anfitrión @jfgesp #elcambioandaluz http://t.co/Xf8Prf7B','2012-03-10T19:39:33',es,'P','AGREEMENT'
178557614727249920,'AlexdelaIglesia','Más majos. Aqui, charlando de cine http://t.co/7YNirPOL','2012-03-10T20:07:08',es,'p+','AGREEMENT'
178560081791696898,'Enric_Hernandez','Mañana en EL PERIÓDICO, entrevista con el presidente @PepeGrinan sobre el caso ERE, la primera tras ser encarcelado el exdirector general.','2012-03-10T20:16:55',es,'O','AGREEMENT'
178562383533453313,'antoniosanz','Mi compañera @anamestreppa ha estado hoy en Barbate en una reunión con mujeres, aquí tenéis la foto. #elcambioandaluz http://t.co/CdyNZeiN','2012-03-10T20:26:05',es,'O','AGREEMENT'
178564328868421633,'antoniosanz','@javierarenas_pp y el @ppandaluz se comprometen con Cádiz y su Sierra a desdoblar la conexión Arcos-Antequera. #votaPP #votaJavierArenas.','2012-03-10T20:33:48',es,'p+','AGREEMENT'
178580640223080448,'AlejandroSanz','#FF para @matriskinusa','2012-03-10T21:38:37',es,'O','AGREEMENT'
178587981744054273,'santiagocervera','En la película "Los idus de marzo", uno de los elementos argumentales es la #violenciaestructural','2012-03-10T22:07:47',es,'O','AGREEMENT'
178602017969803264,'MACEMUOR','Fijo q hay más... “@mmremiro: La juez cifra en 887 las ayudas injustas para altos cargos del PSOE o de la Junta http://t.co/BAl7m37R”','2012-03-10T23:03:34',es,'N','AGREEMENT'
178603571984613376,'MACEMUOR','RT“@LeticiaSG83: Si dicen que los empresarios ganan mucho que monten una empresa y arriesguen así ganamos todos. Y se acaba elParo”','2012-03-10T23:09:44',es,'n+','AGREEMENT'
178607928398458880,'Enric_Hernandez','Mañana examen sindical, especial sobre Fukushima y tentrevistas con @PepeGrinan, Asúa (BBVA) y R. Menchú.http://t.co/VWZxpgMr#portadaEPC','2012-03-10T23:27:03',es,'O','AGREEMENT'
178618989822480384,'GLlamazares','Ahora toca atacar a los sindicatos por convocar una huelga general, con la música de El Golpe, y diciendo que costará miles de millones.','2012-03-11T00:11:00',es,'N','AGREEMENT'
178624935953055745,'GLlamazares','Primero se les trata de vividores, luego  de violentos y más tarde de insensibles con las víctimas del terrorismo. Se llama criminalizar','2012-03-11T00:34:38',es,'n+','AGREEMENT'
178639498756898816,'SergioRamos','Os dejo una fotito mía en el túnel de vestuarios antes del partido. Como me gusta estar en mi tierra!! Hoy ha sido de  nuevo un gran día.','2012-03-11T01:32:30',es,'p+','AGREEMENT'
178654730757742592,'javiersolana','Solidaridad y recuerdo con Japon@Lagarde津波と地震の発生から1年を迎えるにあたり、日本の友人たちに思いを馳せずにはいられません。日本の皆様、心から応援しています。','2012-03-11T02:33:01',es,'p+','AGREEMENT'
178671726144655360,'AlejandroSanz','#11M #NoOlvidamos hasta mañana amig@s','2012-03-11T03:40:33',es,'P','AGREEMENT'
178742619181039616,'sevillajordi','La cultura del esfuerzo personal hay q enseñarla, estimularla y premiarla/retribuirla. Pero no confundirla con la sobreexplotación.','2012-03-11T08:22:15',es,'p+','AGREEMENT'
178751232884740096,'_Rubalcaba_','Mi primer recuerdo y mi homenaje hoy a las víctimas de los atentados del 11M. RbCb','2012-03-11T08:56:29',es,'p+','AGREEMENT'
178757274192445441,'David_Busta','Buenos días desde Mallorca!vuelta a casa! http://t.co/by96CrqJ','2012-03-11T09:20:30',es,'P','AGREEMENT'
178763962534461442,'3gerardpique','Qué gran día hace en Barcelona! Ahora toca un buen entreno y después ver a mi equipo jugar en Santander!','2012-03-11T09:47:04',es,'p+','AGREEMENT'
178764994320674816,'Tonicanto1','Arcadi Espada sobre la inmersión lingüística http://t.co/UiJU7e0c','2012-03-11T09:51:10',es,'O','AGREEMENT'
178768940699353090,'PalomaCervilla','Desde mi ventana veía los cadáveres alineados en el suelo de Atocha. Nunca olvidaré esta matanza. Malditos asesinos','2012-03-11T10:06:51',es,'n+','AGREEMENT'
178769462697279488,'nacho_uriarte','#11Mconlasvictimas ,con el dolor de una país que sufrió la barbarie,con una ciudad q se desgarró,con un pueblo q no puede olvidar, ni quiere','2012-03-11T10:08:55',es,'n+','AGREEMENT'
178771858492104704,'mdcospedal','RT @nnggAsturias: @NNGGMIERES: #MercedesFernandez no pidió estar,el partido selo pidió a ella y aquí está.Es una mujer valiente.@mdcospedal','2012-03-11T10:18:27',es,'p+','AGREEMENT'
178781278668197888,'germanyanke','El poema del domingo (Claudio Rodríguez) http://t.co/S2NzLFC5','2012-03-11T10:55:53',es,'O','AGREEMENT'
178790236262895616,'carlos__alsina','La página de La Brujula de la Ciencia que hace Alberto Aparici. http://t.co/CXHZaoKd','2012-03-11T11:31:28',es,'O','AGREEMENT'
178805564883738624,'EvaORegan','El aumento del antiamericanismo hace díficil creer que la "transición" a las fuerzas de seguridad afg se haga con "éxito" #Afganistán','2012-03-11T12:32:23',es,'n+','AGREEMENT'
178807400764153856,'morenobarber','El mileurismo nació hace 6 años como símbolo de precariedad. Hoy cobrar mil euros es inalcanzable para los jóvenes. http://t.co/kuUS36mO','2012-03-11T12:39:41',es,'n+','AGREEMENT'
178807501712662528,'LosadaPescador','Dos sindicalistas se paran en una tienda de ropa durante la manifestación tras gritar a- anti- anticapitalistas. #paradojassindicales','2012-03-11T12:40:05',es,'E','AGREEMENT'
178807621120303104,'anabcrubiales','#nimileurista http://t.co/DeqpNVlP','2012-03-11T12:40:33',es,'O','AGREEMENT'
178812716499218432,'alfonsomerlos','Llena de tristeza que víctimas del terrorismo como #Pilar Manjón pretendan boicotear el trabajo de la justicia en el #11M #11Mconlasvíctimas','2012-03-11T13:00:48',es,'n+','AGREEMENT'
178820435306229760,'antoniosanz','El tema del CHARE de Vejer es muy serio no solo por no estar abierto, sino x la deuda q la Junta mantiene con la E. adjudicataria desde 2011','2012-03-11T13:31:28',es,'p+','AGREEMENT'
178835369217900544,'EvaORegan','Que pesaos los del feed de @NicolasSarkozy, tuitean cada frase de su discurso. ¿Tuitearán hasta cuando estornude?','2012-03-11T14:30:49',es,'n+','AGREEMENT'
178838274666795008,'javiercasqueiro','Entre 25.000 y 35.000 personas se han manifestado hoy en Madrid convocados por los sindicatos, según cálculos policiales.','2012-03-11T14:42:21',es,'E','AGREEMENT'
178848301779648514,'byuste','Sabe alguien a qué hora juega el Barcelona? Gracias','2012-03-11T15:22:12',es,'p+','AGREEMENT'
178856273704517635,'anabelenroy_tve','Manjón:"Estaríamos encantados de que hubiera sido ETA y que el explosivo fuera tytadine pq así podríamos pertenecer a cualquier gobierno..."','2012-03-11T15:53:53',es,'n+','AGREEMENT'
178859125835448321,'MACEMUOR','Rt@Lasdalton: Pilar Majon, no comparto sus soluciones y amistades, pero la respeto,perdió hace ocho años un hijo. La vida es difícil.','2012-03-11T16:05:13',es,'P','AGREEMENT'
178864869217538050,'davidbisbal','http://t.co/GoreowF1 fotos del concierto de ayer en Silao, León.','2012-03-11T16:28:02',es,'O','AGREEMENT'
178877650532708354,'Fgarea','Las dos españas recuerdan por separado a las víctimas del 11-M','2012-03-11T17:18:49',es,'N','AGREEMENT'
178882794628464640,'Borja_Fadon','Estoy cursando un Master avanzado como comprador de segunda mano... Q armario zapatero por 35€ me he comprao!','2012-03-11T17:39:16',es,'p+','AGREEMENT'
178883658449555456,'javiersolana','Las guerras del Peloponeso. Cesar Molinashttp://ow.ly/1IcaZz','2012-03-11T17:42:42',es,'O','AGREEMENT'
178904468514029569,'LFRudi','Mañana 10:50h, fábrica zaragozana d Opel, asisto a la salida d la línea d montaje d la unidad número once millones d la Planta d Figueruelas','2012-03-11T19:05:23',es,'P','AGREEMENT'
178907676846211074,'antoniosanz','Vejer, Prado del Rey, Chiclana, San Roque y ahora Alcalá d los Gazules, son los lugares que hoy hemos visitado la candidatura en Cádiz.','2012-03-11T19:18:08',es,'O','AGREEMENT'
178914109159510017,'ccifuentes','Que bonitas :-) RT @alvarosantos71: Gran homenaje a las víctimas del 11-M . Estas son algunas de mis fotos. http://t.co/WfwSeIS4','2012-03-11T19:43:42',es,'p+','AGREEMENT'
178931006705905664,'germanyanke','Si no aclaras que lo que beben los futbolistas son bebidas isotónicas no eres nadie en el periodismo deportivo.','2012-03-11T20:50:51',es,'N','AGREEMENT'
178945542062227456,'antoniosanz','La Sec.Prov. del PP en Cádiz @Tere_rsb ha ofrecido hoy un mitín en el Gastor. Gran trabajo el d la candidatura de Cádiz http://t.co/IehzRTQ0','2012-03-11T21:48:37',es,'P','AGREEMENT'
178951083547303936,'mrtfernandez','Pues no es por insistir, pero es que no me la quito de la cabeza... http://t.co/9BVXFNBl LoveDannyBoyle &amp; LoveAvenueOfHope. Good Night.','2012-03-11T22:10:37',es,'P','AGREEMENT'
178952883142799360,'RodolfoIrago','Muy bueno Reixa: la fabricación de placas inaugurales en la época de don Manuel, una industria boyante #cuandoeramoscultos','2012-03-11T22:17:46',es,'p+','AGREEMENT'
178960811644030976,'SergioRamos','Que descaséis. ','2012-03-11T22:49:17',es,'P','AGREEMENT'
178965341647552514,'antoniosanz','Mañana la candidatura del cambio en Cádiz visitará Cádiz(capital), Sanlúcar, Pto. Real, Chipiona, Jerez, San Roque y la Línea. #votaPP','2012-03-11T23:07:17',es,'O','AGREEMENT'
178987915219709952,'mariviromero','Atardecer en #Malaga http://t.co/46uc7Jxv','2012-03-12T00:36:59',es,'O','AGREEMENT'
178989729272967169,'Enric_Hernandez','Apúntate a #ePeriódico: 2,99 euros por tres meses “@isaacaranjuez: Qué lástima q no llegue a Aranjuez. Enhorabuena por vuestra originalidad”','2012-03-12T00:44:11',es,'P','AGREEMENT'
179014112959922177,'AlejandroSanz','Gracias #VisitaElHierro RT @sanzchile: @AlejandroSanz Para los que no sabíamos mucho sobre la isla http://t.co/aUKiQsUe','2012-03-12T02:21:05',es,'p+','AGREEMENT'
179085330601873409,'paurubio','Huauchinango! Gracias x hacerme sentir tan querida 15.001 almas cantando juntas debajo d la lluvia!!!!! Conciertazo!!','2012-03-12T07:04:04',es,'p+','AGREEMENT'
179086377932169218,'sevillajordi','Propongo q Defensor del Pueblo investigue contribución al enfrentamiento civil promovido diariamente x cierta derecha mediática y tuitera.','2012-03-12T07:08:14',es,'n+','AGREEMENT'
179093730945531904,'mariviromero','Buenos días ;-)) #lunes','2012-03-12T07:37:27',es,'p+','AGREEMENT'
179095649420185600,'javiersolana','Latinoamérica 2010-2020: La década recuperada. Por José Juan Ruiz. Banco Santander. http://t.co/MPaHJNUK','2012-03-12T07:45:04',es,'P','AGREEMENT'
179103148860915712,'anabelenroy_tve','Portada Qué - Madrid http://t.co/u5lMkRwl ...','2012-03-12T08:14:52',es,'O','AGREEMENT'
179111194618101761,'Tonicanto1','Buenos días a todos!','2012-03-12T08:46:51',es,'P','AGREEMENT'
179111466186702848,'Carlos_Latre','Buenos días foloweros!!!;)) happy monday!!!;)','2012-03-12T08:47:55',es,'p+','AGREEMENT'
179112349070934016,'sevillajordi','El 80% de españoles q estamos con la Constitución debemos plantarnos ante esas minorías (d uno y otro lado) q buscan imponerse con insultos.','2012-03-12T08:51:26',es,'P','AGREEMENT'
179134841915326464,'mariviromero','Hoy reunión con hosteleros del #CentroHistorico #elcambioandaluz (@ Cafe Central) [pic]: http://t.co/7bEst9gC','2012-03-12T10:20:49',es,'O','AGREEMENT'
179143391622336512,'JuanraLucas','El RT que acabo de hacer es un perfecto ejemplo de escandalosa falta de respeto a cientos de miles de personas. Lamentable','2012-03-12T10:54:47',es,'n+','AGREEMENT'
179145186054643712,'mariviromero','Asi es ;-) RT @DesireedeSosa: @mariviromero con este día... Da igual que sea lunes o sábado! Hay que aprovecharlo a tope!','2012-03-12T11:01:55',es,'p+','AGREEMENT'
179145967285714944,'GLlamazares','Según Cospedal hay que trabajar más. La Min de trabajo dice q  las huelgas no crean empleo. La reforma destruye actividad empleo y derechos.','2012-03-12T11:05:01',es,'n+','AGREEMENT'
179146207107616768,'carlosecue','Y los periodistas volvemos al absurdo: seguimos a Rajoy desde un monitor pq no nos dejan estar en la sala de Moncloa en la que habla','2012-03-12T11:05:58',es,'N','AGREEMENT'
179146434594086912,'LFRudi','En la planta de #Opel en #Figueruelas sale de la línea de montaje la unidad número  once millones','2012-03-12T11:06:53',es,'P','AGREEMENT'
179151339543216128,'JuanMa_Moreno','Con esta visita relámpago queremos participar en la estrategia mundial contra la droga.Proponiendo y participando n los planesinternacionale','2012-03-12T11:26:22',es,'p+','AGREEMENT'
